player_name,matches_played,innings,total_runs,total_wickets,strike_rate,batting_average,economy,bowling_average,highest_score,highest_score_opponent,best_bowling,best_bowling_opponent,hundreds,fifties,teams_played
"RS Bopara",24,22,531,11,113.46,31.24,8.77,27.36,84,"Royal Challengers Bengaluru",3/31,"Mumbai Indians",NULL,3,"Punjab Kings
Sunrisers Hyderabad"
"RS Gavaskar",2,1,2,NULL,25.00,2.00,8.00,NULL,2,"Chennai Super Kings",0/8,"Royal Challengers Bengaluru",NULL,NULL,"Kolkata Knight Riders"
"RS Hangargekar",2,NULL,NULL,3,NULL,NULL,10.00,20.00,NULL,NULL,3/36,"Gujarat Titans",NULL,NULL,NULL
"RS Sodhi",1,1,4,NULL,200.00,NULL,NULL,NULL,4,"Mumbai Indians",NULL,NULL,NULL,NULL,"Punjab Kings"
"RT Ponting",9,9,91,NULL,70.54,11.38,NULL,NULL,28,"Royal Challengers Bengaluru",NULL,NULL,NULL,NULL,"Kolkata Knight Riders
Mumbai Indians"
"RV Gomez",13,9,50,5,94.34,10.00,8.13,26.00,26,"Pune Warriors",2/14,"Kolkata Knight Riders",NULL,NULL,"Kochi Tuskers Kerala
Pune Warriors"
"RV Patel",7,7,80,NULL,105.26,20.00,7.33,NULL,23,"Gujarat Titans",0/22,"Royal Challengers Bengaluru",NULL,NULL,"Delhi Capitals"
"RV Uthappa",197,198,4954,NULL,126.15,28.31,NULL,NULL,88,"Royal Challengers Bengaluru",NULL,NULL,NULL,27,"Chennai Super Kings
Kolkata Knight Riders
Mumbai Indians
Pune Warriors
Rajasthan Royals
Royal Challengers Bengaluru"
"RW Price",1,NULL,NULL,NULL,NULL,NULL,11.00,NULL,NULL,NULL,0/33,"Kolkata Knight Riders",NULL,NULL,NULL
"S Anirudha",12,12,136,NULL,112.40,17.00,NULL,NULL,64,"Kolkata Knight Riders",NULL,NULL,NULL,1,"Chennai Super Kings
Sunrisers Hyderabad"
"S Aravind",38,10,59,45,100.00,19.67,8.34,23.49,14,"Rajasthan Royals",4/14,"Punjab Kings",NULL,NULL,"Royal Challengers Bengaluru"
"S Badree",12,5,13,11,52.00,2.60,7.65,29.91,8,"Punjab Kings",4/9,"Mumbai Indians",NULL,NULL,"Royal Challengers Bengaluru"
"S Badrinath",65,65,1441,NULL,115.74,31.33,NULL,NULL,71,"Mumbai Indians",NULL,NULL,NULL,11,"Chennai Super Kings"
"S Chanderpaul",3,3,25,NULL,75.76,8.33,NULL,NULL,16,"Mumbai Indians",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"S Dhawan",221,222,6769,4,123.45,36.20,9.00,18.00,106,"Punjab Kings",1/7,"Delhi Capitals",2,51,"Deccan Chargers
Delhi Capitals
Mumbai Indians
Punjab Kings
Sunrisers Hyderabad"
"S Dube",62,61,1502,5,139.46,30.65,10.18,38.00,95,"Royal Challengers Bengaluru",2/15,"Sunrisers Hyderabad",NULL,9,"Chennai Super Kings
Rajasthan Royals
Royal Challengers Bengaluru"
"S Gopal",51,22,180,52,104.05,15.00,8.22,26.12,24,"Punjab Kings",4/16,"Royal Challengers Bengaluru",NULL,NULL,"Mumbai Indians
Rajasthan Royals
Sunrisers Hyderabad"
"S Joseph",1,NULL,NULL,NULL,NULL,NULL,12.75,NULL,NULL,NULL,0/47,"Kolkata Knight Riders",NULL,NULL,NULL
"S Kaul",55,9,20,58,55.56,6.67,8.79,30.55,7,"Kolkata Knight Riders",4/29,"Rising Pune Supergiant",NULL,NULL,"Delhi Capitals
Sunrisers Hyderabad"
"S Kaushik",10,1,0,6,0.00,0.00,8.94,50.67,0,"Royal Challengers Bengaluru",3/20,"Punjab Kings",NULL,NULL,"Gujarat Lions"
"S Ladda",9,2,0,5,0.00,0.00,9.78,45.00,0,"Deccan Chargers",2/44,"Mumbai Indians",NULL,NULL,"Delhi Capitals"
"S Lamichhane",9,1,0,13,0.00,0.00,8.49,22.85,0,"Punjab Kings",3/36,"Mumbai Indians",NULL,NULL,"Delhi Capitals"
"S Midhun",1,NULL,NULL,NULL,NULL,NULL,14.50,NULL,NULL,NULL,0/27,"Kolkata Knight Riders",NULL,NULL,NULL
"S Nadeem",71,20,39,48,44.32,2.79,7.63,37.50,6,"Kolkata Knight Riders",3/16,"Deccan Chargers",NULL,NULL,"Delhi Capitals
Sunrisers Hyderabad"
"S Narwal",7,4,37,5,127.59,12.33,11.49,40.60,23,"Delhi Capitals",3/36,"Delhi Capitals",NULL,NULL,"Kolkata Knight Riders
Rajasthan Royals"
"S Rana",8,8,91,NULL,110.98,22.75,6.75,NULL,19,"Kolkata Knight Riders",0/2,"Kolkata Knight Riders",NULL,NULL,"Pune Warriors
Royal Challengers Bengaluru"
"S Randiv",8,1,2,6,50.00,2.00,7.69,37.17,2,"Mumbai Indians",2/24,"Royal Challengers Bengaluru",NULL,NULL,"Chennai Super Kings"
"S Sandeep Warrier",10,NULL,NULL,8,NULL,NULL,9.18,32.13,NULL,NULL,3/15,"Delhi Capitals",NULL,NULL,NULL
"S Sohal",20,20,368,NULL,118.33,20.44,NULL,NULL,62,"Delhi Capitals",NULL,NULL,NULL,2,"Deccan Chargers
Punjab Kings"
"S Sreesanth",44,12,34,40,59.65,11.33,8.33,30.53,15,"Delhi Capitals",3/29,"Royal Challengers Bengaluru",NULL,NULL,"Kochi Tuskers Kerala
Punjab Kings
Rajasthan Royals"
"S Sriram",2,2,31,NULL,81.58,15.50,16.33,NULL,27,"Kolkata Knight Riders",0/24,"Kolkata Knight Riders",NULL,NULL,"Delhi Capitals
Royal Challengers Bengaluru"
"S Tyagi",14,1,3,6,75.00,NULL,8.73,50.67,3,"Deccan Chargers",2/18,"Delhi Capitals",NULL,NULL,"Chennai Super Kings"
"S Vidyut",8,8,145,1,126.09,18.13,11.00,22.00,54,"Delhi Capitals",1/22,"Rajasthan Royals",NULL,1,"Chennai Super Kings"
"SA Abbott",3,3,22,1,122.22,11.00,11.56,104.00,14,"Sunrisers Hyderabad",1/47,"Delhi Capitals",NULL,NULL,"Royal Challengers Bengaluru
Sunrisers Hyderabad"
"SA Asnodkar",19,19,423,NULL,120.17,23.50,NULL,NULL,60,"Kolkata Knight Riders",NULL,NULL,NULL,2,"Rajasthan Royals"
"SA Yadav",136,136,3594,NULL,142.51,32.97,8.00,NULL,103,"Gujarat Titans",0/8,"Delhi Capitals",2,24,"Kolkata Knight Riders
Mumbai Indians"
"Sachin Baby",13,11,144,2,117.07,16.00,4.80,4.00,33,"Punjab Kings",2/4,"Gujarat Lions",NULL,NULL,"Rajasthan Royals
Royal Challengers Bengaluru"
"Salman Butt",7,7,193,NULL,112.21,27.57,NULL,NULL,73,"Chennai Super Kings",NULL,NULL,NULL,1,"Kolkata Knight Riders"
"Sameer Rizvi",5,5,51,NULL,118.60,12.75,NULL,NULL,21,"Punjab Kings",NULL,NULL,NULL,NULL,"Chennai Super Kings"
"Sandeep Sharma",126,25,54,137,73.97,10.80,7.99,27.43,9,"Royal Challengers Bengaluru",5/18,"Mumbai Indians",NULL,NULL,"Punjab Kings
Rajasthan Royals
Sunrisers Hyderabad"
"Sanvir Singh",5,5,25,NULL,113.64,12.50,NULL,NULL,8,"Mumbai Indians",NULL,NULL,NULL,NULL,"Sunrisers Hyderabad"
"Saurav Chauhan",3,3,18,NULL,112.50,6.00,NULL,NULL,9,"Mumbai Indians",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"SB Bangar",10,7,49,4,84.48,8.17,8.84,55.25,17,"Royal Challengers Bengaluru",2/34,"Mumbai Indians",NULL,NULL,"Deccan Chargers
Kolkata Knight Riders"
"SB Dubey",3,3,33,NULL,157.14,16.50,NULL,NULL,25,"Delhi Capitals",NULL,NULL,NULL,NULL,"Rajasthan Royals"
"SB Jakati",57,5,28,47,93.33,28.00,8.15,31.36,13,"Delhi Capitals",4/22,"Deccan Chargers",NULL,NULL,"Chennai Super Kings
Gujarat Lions"
"SB Joshi",4,2,6,1,37.50,3.00,8.95,82.00,3,"Rajasthan Royals",1/27,"Rajasthan Royals",NULL,NULL,"Royal Challengers Bengaluru"
"SB Styris",12,10,131,8,97.76,18.71,7.72,34.75,36,"Chennai Super Kings",3/32,"Royal Challengers Bengaluru",NULL,NULL,"Chennai Super Kings
Deccan Chargers"
"SB Wagh",8,2,2,5,66.67,1.00,8.65,29.40,2,"Mumbai Indians",3/16,"Punjab Kings",NULL,NULL,"Pune Warriors"
"SC Ganguly",57,56,1349,10,101.73,25.94,8.04,37.00,91,"Deccan Chargers",2/21,"Royal Challengers Bengaluru",NULL,7,"Kolkata Knight Riders
Pune Warriors"
"SC Kuggeleijn",2,NULL,NULL,2,NULL,NULL,8.88,35.50,NULL,NULL,2/37,"Punjab Kings",NULL,NULL,NULL
"SD Chitnis",9,8,99,2,107.61,14.14,10.33,31.00,38,"Delhi Capitals",2/40,"Punjab Kings",NULL,NULL,"Mumbai Indians
Punjab Kings
Rajasthan Royals"
"SD Hope",9,9,183,NULL,146.40,26.14,NULL,NULL,41,"Mumbai Indians",NULL,NULL,NULL,NULL,"Delhi Capitals"
"SD Lad",1,1,15,NULL,115.38,15.00,NULL,NULL,15,"Punjab Kings",NULL,NULL,NULL,NULL,"Mumbai Indians"
"SE Bond",8,1,1,9,50.00,1.00,7.26,25.00,1,"Chennai Super Kings",2/24,"Punjab Kings",NULL,NULL,"Kolkata Knight Riders"
"SE Marsh",69,70,2489,NULL,130.11,40.15,NULL,NULL,115,"Rajasthan Royals",NULL,NULL,1,20,"Punjab Kings"
"SE Rutherford",9,9,106,1,99.07,15.14,8.78,60.00,28,"Kolkata Knight Riders",1/6,"Royal Challengers Bengaluru",NULL,NULL,"Delhi Capitals
Royal Challengers Bengaluru"
"SH Johnson",5,3,6,4,85.71,NULL,9.69,38.75,5,"Chennai Super Kings",2/25,"Mumbai Indians",NULL,NULL,"Gujarat Titans"
"Shahbaz Ahmed",50,37,536,21,114.78,19.85,9.50,40.48,59,"Delhi Capitals",3/7,"Sunrisers Hyderabad",NULL,1,"Royal Challengers Bengaluru
Sunrisers Hyderabad"
"Shahid Afridi",10,9,81,9,176.09,10.13,7.90,26.33,33,"Delhi Capitals",3/28,"Rajasthan Royals",NULL,NULL,"Deccan Chargers"
"Shakib Al Hasan",71,53,795,63,119.55,20.38,7.54,29.59,66,"Gujarat Lions",3/17,"Rajasthan Royals",NULL,2,"Kolkata Knight Riders
Sunrisers Hyderabad"
"Shashank Singh",20,19,423,1,155.51,38.45,8.33,25.00,68,"Kolkata Knight Riders",1/5,"Sunrisers Hyderabad",NULL,2,"Punjab Kings
Sunrisers Hyderabad"
"Shivam Mavi",32,11,51,30,87.93,5.67,8.86,31.93,20,"Chennai Super Kings",4/21,"Rajasthan Royals",NULL,NULL,"Kolkata Knight Riders"
"Shivam Sharma",5,2,5,4,166.67,5.00,8.68,41.25,4,"Royal Challengers Bengaluru",2/26,"Royal Challengers Bengaluru",NULL,NULL,"Punjab Kings"
"Shivam Singh",1,1,2,NULL,66.67,NULL,NULL,NULL,2,"Sunrisers Hyderabad",NULL,NULL,NULL,NULL,"Punjab Kings"
"Shoaib Ahmed",7,3,1,5,16.67,0.50,9.06,30.80,1,"Chennai Super Kings",2/20,"Delhi Capitals",NULL,NULL,"Deccan Chargers"
"Shoaib Akhtar",3,1,2,5,25.00,2.00,7.71,10.80,2,"Mumbai Indians",4/11,"Delhi Capitals",NULL,NULL,"Kolkata Knight Riders"
"Shoaib Malik",6,5,52,2,106.12,13.00,10.24,43.50,24,"Mumbai Indians",1/6,"Mumbai Indians",NULL,NULL,"Delhi Capitals"
"Shubman Gill",99,99,3216,NULL,132.24,38.75,NULL,NULL,129,"Mumbai Indians",NULL,NULL,4,20,"Gujarat Titans
Kolkata Knight Riders"
"Sikandar Raza",9,9,182,3,127.27,26.00,10.31,48.67,57,"Lucknow Super Giants",1/18,"Lucknow Super Giants",NULL,1,"Punjab Kings"
"Simarjeet Singh",10,3,7,9,87.50,7.00,8.83,29.44,3,"Rajasthan Royals",3/26,"Rajasthan Royals",NULL,NULL,"Chennai Super Kings"
"SJ Srivastava",14,4,5,14,100.00,5.00,9.45,31.71,3,"Mumbai Indians",2/20,"Pune Warriors",NULL,NULL,"Punjab Kings"
"SK Raina",200,201,5536,25,132.54,34.17,7.53,45.56,100,"Punjab Kings",2/0,"Rajasthan Royals",1,39,"Chennai Super Kings
Gujarat Lions"
"SK Trivedi",76,14,42,65,68.85,6.00,7.75,29.91,9,"Deccan Chargers",4/25,"Royal Challengers Bengaluru",NULL,NULL,"Rajasthan Royals"
"SK Warne",55,27,198,57,90.41,11.65,7.36,25.70,34,"Punjab Kings",4/21,"Deccan Chargers",NULL,NULL,"Rajasthan Royals"
"SL Malinga",122,20,88,170,85.44,8.00,7.40,20.51,17,"Chennai Super Kings",5/13,"Delhi Capitals",NULL,NULL,"Mumbai Indians"
"SM Boland",2,NULL,NULL,2,NULL,NULL,8.00,28.00,NULL,NULL,2/31,"Delhi Capitals",NULL,NULL,NULL
"SM Curran",59,48,883,58,131.20,25.23,9.77,33.17,63,"Rajasthan Royals",4/11,"Delhi Capitals",NULL,5,"Chennai Super Kings
Punjab Kings"
"SM Harwood",3,2,9,3,64.29,NULL,7.40,24.67,6,"Chennai Super Kings",2/25,"Deccan Chargers",NULL,NULL,"Rajasthan Royals"
"SM Katich",11,11,241,NULL,126.18,26.78,NULL,NULL,75,"Delhi Capitals",NULL,NULL,NULL,2,"Punjab Kings"
"SM Pollock",13,8,147,11,126.72,18.38,6.67,27.91,33,"Delhi Capitals",3/12,"Kolkata Knight Riders",NULL,NULL,"Mumbai Indians"
"SMSM Senanayake",8,4,10,9,58.82,10.00,6.59,23.44,7,"Chennai Super Kings",2/26,"Rajasthan Royals",NULL,NULL,"Kolkata Knight Riders"
"SN Khan",36,36,585,NULL,128.29,22.50,18.00,NULL,67,"Chennai Super Kings",0/6,"Royal Challengers Bengaluru",NULL,1,"Delhi Capitals
Punjab Kings
Royal Challengers Bengaluru"
"SN Thakur",93,35,307,94,134.65,13.35,9.35,30.94,68,"Royal Challengers Bengaluru",4/36,"Punjab Kings",NULL,1,"Chennai Super Kings
Delhi Capitals
Kolkata Knight Riders
Punjab Kings
Rising Pune Supergiant"
"SO Hetmyer",65,65,1243,NULL,145.55,31.87,NULL,NULL,75,"Sunrisers Hyderabad",NULL,NULL,NULL,4,"Delhi Capitals
Rajasthan Royals
Royal Challengers Bengaluru"
"Sohail Tanvir",11,5,36,22,116.13,12.00,6.68,12.50,13,"Kolkata Knight Riders",6/14,"Chennai Super Kings",NULL,NULL,"Rajasthan Royals"
"SP Fleming",10,10,196,NULL,114.62,21.78,NULL,NULL,45,"Royal Challengers Bengaluru",NULL,NULL,NULL,NULL,"Chennai Super Kings"
"SP Goswami",21,21,293,NULL,95.44,15.42,NULL,NULL,52,"Delhi Capitals",NULL,NULL,NULL,1,"Kolkata Knight Riders
Rajasthan Royals
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"SP Jackson",8,8,61,NULL,107.02,10.17,NULL,NULL,16,"Sunrisers Hyderabad",NULL,NULL,NULL,NULL,"Kolkata Knight Riders"
"SP Narine",176,106,1534,180,155.89,18.26,6.87,25.96,109,"Rajasthan Royals",5/19,"Punjab Kings",1,7,"Kolkata Knight Riders"
"SPD Smith",93,95,2495,NULL,124.81,35.64,15.00,NULL,101,"Gujarat Lions",0/5,"Rajasthan Royals",1,11,"Delhi Capitals
Pune Warriors
Rajasthan Royals
Rising Pune Supergiant"
"SR Tendulkar",78,78,2334,NULL,114.19,34.84,9.83,NULL,100,"Kochi Tuskers Kerala",0/7,"Punjab Kings",1,13,"Mumbai Indians"
"SR Watson",145,143,3880,92,134.16,31.29,8.11,29.80,117,"Sunrisers Hyderabad",4/29,"Gujarat Lions",4,21,"Chennai Super Kings
Rajasthan Royals
Royal Challengers Bengaluru"
"SS Agarwal",1,NULL,NULL,1,NULL,NULL,10.50,42.00,NULL,NULL,1/42,"Punjab Kings",NULL,NULL,NULL
"SS Cottrell",6,1,0,6,0.00,0.00,8.85,29.50,0,"Sunrisers Hyderabad",2/17,"Royal Challengers Bengaluru",NULL,NULL,"Punjab Kings"
"SS Iyer",114,115,3131,NULL,123.03,32.28,7.00,NULL,96,"Gujarat Lions",0/7,"Delhi Capitals",NULL,21,"Delhi Capitals
Kolkata Knight Riders"
"SS Mundhe",1,NULL,NULL,1,NULL,NULL,6.00,6.00,NULL,NULL,1/6,"Delhi Capitals",NULL,NULL,NULL
"SS Prabhudessai",10,10,126,NULL,111.50,14.00,NULL,NULL,34,"Chennai Super Kings",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"SS Sarkar",2,NULL,NULL,1,NULL,NULL,8.16,34.00,NULL,NULL,1/15,"Rajasthan Royals",NULL,NULL,NULL
"SS Shaikh",1,1,6,NULL,85.71,NULL,NULL,NULL,6,"Rajasthan Royals",NULL,NULL,NULL,NULL,"Kolkata Knight Riders"
"SS Tiwary",73,73,1494,NULL,115.72,30.49,NULL,NULL,61,"Delhi Capitals",NULL,NULL,NULL,8,"Delhi Capitals
Mumbai Indians
Rising Pune Supergiant
Royal Challengers Bengaluru"
"SSB Magala",2,NULL,NULL,1,NULL,NULL,8.67,52.00,NULL,NULL,1/37,"Mumbai Indians",NULL,NULL,NULL
"ST Jayasuriya",30,30,768,13,134.03,27.43,8.08,30.46,114,"Chennai Super Kings",3/14,"Kolkata Knight Riders",1,4,"Mumbai Indians"
"STR Binny",86,66,880,22,125.71,20.47,7.71,34.68,48,"Sunrisers Hyderabad",2/14,"Mumbai Indians",NULL,NULL,"Mumbai Indians
Rajasthan Royals
Royal Challengers Bengaluru"
"Sumit Kumar",3,3,18,NULL,69.23,9.00,11.40,NULL,9,"Gujarat Titans",0/19,"Punjab Kings",NULL,NULL,"Delhi Capitals"
"Sunny Gupta",1,1,0,NULL,0.00,0.00,15.67,NULL,0,"Chennai Super Kings",0/47,"Chennai Super Kings",NULL,NULL,"Delhi Capitals"
"Sunny Singh",5,5,43,NULL,138.71,10.75,NULL,NULL,20,"Chennai Super Kings",NULL,NULL,NULL,NULL,"Punjab Kings"
"Suyash Sharma",13,NULL,NULL,10,NULL,NULL,8.86,38.10,NULL,NULL,3/30,"Royal Challengers Bengaluru",NULL,NULL,NULL
"SV Samson",162,162,4419,NULL,135.14,31.79,NULL,NULL,119,"Punjab Kings",NULL,NULL,3,25,"Delhi Capitals
Rajasthan Royals"
"SW Billings",27,27,503,NULL,126.07,19.35,NULL,NULL,56,"Kolkata Knight Riders",NULL,NULL,NULL,3,"Chennai Super Kings
Delhi Capitals
Kolkata Knight Riders"
"SW Tait",21,5,23,23,88.46,7.67,8.47,29.04,11,"Delhi Capitals",3/13,"Pune Warriors",NULL,NULL,"Rajasthan Royals"
